scheme,total_duration_s,delivered_mbit,average_throughput_mbps,bandwidth_utilization,weighted_rtt_ms
TCP_CUBIC,3.0,1.656512,0.5521706666666667,0.49775,167.39283333333333
TCP_BBR,3.0,1.4248319999999999,0.474944,0.4281346153846154,167.39283333333333
ADAPTIVE_TREE,3.0,1.4248319999999999,0.474944,0.4281346153846154,167.39283333333333
