StartTime: 2020-08-19 09:01:41.537
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(degC)	hx	hy	hz 
0x50	 09:01:56.758	 2020-08-17 15:59:51.150	-0.0122	0.0894	0.9912	3.5400	-4.2114	1.0986	4.5868	-1.4612	-62.6111	46.73	-29	9	9 
0x50	 09:01:56.858	 2020-08-17 15:59:51.250	-0.0088	0.0991	0.9956	3.5400	-4.8218	0.9155	4.9878	-1.7908	-63.1494	46.75	-27	7	6 
0x50	 09:01:56.957	 2020-08-17 15:59:51.350	-0.0039	0.1089	1.0000	3.2959	-5.1880	0.7324	5.3888	-2.1588	-63.6713	46.77	-23	9	7 
0x50	 09:01:57.070	 2020-08-17 15:59:51.450	0.0024	0.1172	1.0034	3.1128	-5.6152	0.4883	5.7788	-2.5653	-64.4623	46.76	-31	4	2 
0x50	 09:01:57.157	 2020-08-17 15:59:51.550	0.0098	0.1274	1.0083	2.5635	-5.6152	0.1831	6.1414	-2.9883	-65.6049	46.75	-35	5	7 
0x50	 09:01:57.308	 2020-08-17 15:59:51.650	0.0151	0.1328	1.0156	1.8921	-5.6152	-0.0610	6.4545	-3.4058	-66.9397	46.71	-34	0	2 
0x50	 09:01:57.357	 2020-08-17 15:59:51.750	0.0234	0.1357	1.0205	1.0986	-5.3711	-0.3662	6.6962	-3.8068	-68.2416	46.74	-33	2	2 
0x50	 09:01:57.469	 2020-08-17 15:59:51.850	0.0332	0.1387	1.0249	0.1831	-4.9438	-0.6104	6.8555	-4.1803	-69.6423	46.74	-39	2	3 
0x50	 09:01:57.557	 2020-08-17 15:59:51.950	0.0425	0.1392	1.0303	-0.6714	-4.3945	-0.7935	6.9214	-4.5154	-70.8179	46.74	-40	1	2 
0x50	 09:01:57.698	 2020-08-17 15:59:52.050	0.0518	0.1392	1.0352	-1.6479	-3.7842	-0.7935	6.8774	-4.8010	-71.9220	46.74	-39	3	-2 
0x50	 09:01:57.756	 2020-08-17 15:59:52.150	0.0586	0.1382	1.0396	-2.6855	-3.0518	-0.7935	6.7346	-5.0262	-72.9602	46.72	-40	1	-1 
0x50	 09:01:57.855	 2020-08-17 15:59:52.250	0.0620	0.1348	1.0449	-3.6621	-2.3193	-0.6104	6.4929	-5.1801	-73.7897	46.77	-38	6	2 
0x50	 09:01:57.955	 2020-08-17 15:59:52.350	0.0625	0.1304	1.0449	-4.5776	-1.5259	-0.4883	6.1469	-5.2570	-74.2346	46.74	-43	5	0 
0x50	 09:01:58.066	 2020-08-17 15:59:52.450	0.0596	0.1226	1.0464	-5.3101	-0.7935	-0.2441	5.7239	-5.2625	-74.7235	46.79	-43	6	-2 
0x50	 09:01:58.155	 2020-08-17 15:59:52.550	0.0562	0.1128	1.0459	-5.8594	-0.2441	-0.0610	5.2240	-5.1965	-74.9048	46.75	-44	11	-2 
0x50	 09:01:58.254	 2020-08-17 15:59:52.650	0.0498	0.1025	1.0435	-6.1646	0.2441	0.1831	4.6692	-5.0592	-74.7784	46.77	-42	15	0 
0x50	 09:01:58.354	 2020-08-17 15:59:52.750	0.0425	0.0923	1.0415	-6.4087	0.5493	0.3662	4.0869	-4.8724	-74.4049	46.72	-40	18	1 
0x50	 09:01:58.455	 2020-08-17 15:59:52.850	0.0361	0.0801	1.0352	-6.1646	0.7935	0.4883	3.4991	-4.6417	-73.9160	46.71	-41	17	-4 
0x50	 09:01:58.555	 2020-08-17 15:59:52.950	0.0288	0.0703	1.0303	-5.8594	0.8545	0.6714	2.9279	-4.3945	-73.3777	46.73	-36	18	0 
0x50	 09:01:58.724	 2020-08-17 15:59:53.050	0.0215	0.0596	1.0254	-5.3711	0.8545	0.7935	2.4005	-4.1364	-72.6691	46.71	-37	22	4 
0x50	 09:01:58.754	 2020-08-17 15:59:53.150	0.0181	0.0503	1.0200	-4.6387	0.7324	0.9155	1.9281	-3.8782	-71.8561	46.75	-36	22	2 
0x50	 09:01:58.867	 2020-08-17 15:59:53.250	0.0171	0.0444	1.0166	-3.7231	0.5493	1.0986	1.5436	-3.6530	-71.0321	46.76	-37	23	1 
0x50	 09:01:58.954	 2020-08-17 15:59:53.350	0.0176	0.0415	1.0112	-2.6245	0.2441	1.2817	1.2634	-3.4552	-69.9664	46.74	-37	27	5 
0x50	 09:01:59.053	 2020-08-17 15:59:53.450	0.0181	0.0405	1.0122	-1.4648	0.0000	1.4038	1.0986	-3.2959	-68.8293	46.72	-34	27	4 
0x50	 09:01:59.153	 2020-08-17 15:59:53.550	0.0200	0.0415	1.0122	-0.3662	-0.2441	1.5869	1.0547	-3.1750	-67.6099	46.72	-34	29	2 
0x50	 09:01:59.253	 2020-08-17 15:59:53.650	0.0234	0.0454	1.0127	0.7324	-0.4272	1.7700	1.1316	-3.0872	-66.6760	46.71	-35	25	4 
0x50	 09:01:59.352	 2020-08-17 15:59:53.750	0.0264	0.0474	1.0156	1.7090	-0.5493	1.9531	1.3129	-3.0322	-65.9070	46.73	-39	28	4 
0x50	 09:01:59.473	 2020-08-17 15:59:53.850	0.0288	0.0513	1.0181	2.5024	-0.6104	2.1362	1.5820	-2.9993	-64.8907	46.71	-34	25	4 
0x50	 09:01:59.552	 2020-08-17 15:59:53.950	0.0288	0.0552	1.0254	3.4180	-0.6104	2.2583	1.9391	-2.9773	-64.3250	46.71	-34	20	5 
0x50	 09:01:59.656	 2020-08-17 15:59:54.050	0.0293	0.0601	1.0298	4.0283	-0.5493	2.3804	2.3621	-2.9608	-63.8416	46.67	-33	22	6 
0x50	 09:01:59.752	 2020-08-17 15:59:54.150	0.0293	0.0659	1.0342	4.5776	-0.4272	2.4414	2.8345	-2.9443	-63.2538	46.71	-30	23	7 
0x50	 09:01:59.852	 2020-08-17 15:59:54.250	0.0288	0.0708	1.0381	5.0049	-0.3662	2.4414	3.3398	-2.9114	-62.8253	46.70	-29	15	4 
0x50	 09:01:59.957	 2020-08-17 15:59:54.350	0.0264	0.0776	1.0425	5.0659	-0.2441	2.5024	3.8617	-2.8729	-62.7484	46.70	-35	11	4 
0x50	 09:02:00.052	 2020-08-17 15:59:54.450	0.0259	0.0850	1.0459	5.1270	-0.1221	2.4414	4.3890	-2.8235	-63.1494	46.69	-32	9	4 
0x50	 09:02:00.151	 2020-08-17 15:59:54.550	0.0229	0.0908	1.0493	4.9438	-0.0610	2.4414	4.8944	-2.7740	-63.4296	46.74	-31	14	1 
0x50	 09:02:00.299	 2020-08-17 15:59:54.650	0.0215	0.0967	1.0522	4.6387	-0.1221	2.5024	5.3723	-2.7136	-63.6383	46.74	-29	8	2 
0x50	 09:02:00.351	 2020-08-17 15:59:54.750	0.0190	0.1040	1.0537	4.1504	-0.1831	2.5024	5.8008	-2.6532	-64.3304	46.71	-31	4	0 
0x50	 09:02:00.451	 2020-08-17 15:59:54.850	0.0161	0.1104	1.0547	3.3569	-0.1831	2.5024	6.1688	-2.5873	-64.8138	46.67	-27	7	4 
0x50	 09:02:00.550	 2020-08-17 15:59:54.950	0.0151	0.1152	1.0532	2.6245	-0.3662	2.5635	6.4600	-2.5378	-65.3467	46.71	-29	6	6 
0x50	 09:02:00.650	 2020-08-17 15:59:55.050	0.0117	0.1177	1.0527	1.7090	-0.5493	2.5635	6.6632	-2.4939	-66.1157	46.71	-28	3	3 
0x50	 09:02:00.751	 2020-08-17 15:59:55.150	0.0088	0.1187	1.0513	0.6714	-0.7935	2.6245	6.7786	-2.4719	-67.0715	46.71	-29	0	3 
0x50	 09:02:00.849	 2020-08-17 15:59:55.250	0.0049	0.1187	1.0503	-0.2441	-1.0376	2.6855	6.7950	-2.4664	-68.1757	46.71	-27	0	3 
0x50	 09:02:00.953	 2020-08-17 15:59:55.350	0.0034	0.1172	1.0464	-1.1597	-1.4038	2.7466	6.7072	-2.4829	-68.9172	46.68	-27	5	5 
0x50	 09:02:01.050	 2020-08-17 15:59:55.450	0.0020	0.1133	1.0439	-2.0142	-1.8311	2.8076	6.5369	-2.5378	-69.5380	46.74	-27	2	4 
0x50	 09:02:01.150	 2020-08-17 15:59:55.550	0.0024	0.1099	1.0405	-2.8687	-2.1973	2.8076	6.2787	-2.6202	-70.1038	46.69	-24	4	3 
0x50	 09:02:01.249	 2020-08-17 15:59:55.650	0.0044	0.1055	1.0361	-3.4180	-2.5024	2.8687	5.9546	-2.7411	-70.6201	46.73	-26	4	5 
0x50	 09:02:01.355	 2020-08-17 15:59:55.750	0.0068	0.0991	1.0332	-3.9673	-2.8076	2.9297	5.5865	-2.8894	-71.3562	46.74	-30	3	2 
0x50	 09:02:01.449	 2020-08-17 15:59:55.850	0.0103	0.0947	1.0283	-4.3335	-3.0518	2.9297	5.1691	-3.0597	-71.7902	46.71	-26	3	3 
0x50	 09:02:01.549	 2020-08-17 15:59:55.950	0.0137	0.0894	1.0288	-4.6387	-3.1738	2.9297	4.7296	-3.2520	-72.0923	46.71	-29	5	4 
0x50	 09:02:01.650	 2020-08-17 15:59:56.050	0.0190	0.0869	1.0269	-4.6997	-3.2349	2.9297	4.2847	-3.4552	-72.4493	46.72	-29	4	6 
0x50	 09:02:01.748	 2020-08-17 15:59:56.150	0.0239	0.0835	1.0269	-4.8218	-3.0518	2.8687	3.8452	-3.6475	-72.9163	46.72	-31	3	3 
0x50	 09:02:01.848	 2020-08-17 15:59:56.250	0.0254	0.0825	1.0234	-4.6387	-2.8076	2.7466	3.4277	-3.8232	-73.3337	46.71	-28	2	7 
0x50	 09:02:01.948	 2020-08-17 15:59:56.350	0.0269	0.0830	1.0229	-4.5776	-2.4414	2.5635	3.0432	-3.9551	-73.6194	46.75	-31	6	1 
0x50	 09:02:02.047	 2020-08-17 15:59:56.450	0.0278	0.0830	1.0225	-4.4556	-1.8921	2.3193	2.6917	-4.0375	-73.7347	46.74	-29	6	4 
0x50	 09:02:02.149	 2020-08-17 15:59:56.550	0.0293	0.0811	1.0205	-4.0894	-1.4038	2.1362	2.3785	-4.0704	-73.8116	46.79	-30	7	6 
0x50	 09:02:02.247	 2020-08-17 15:59:56.650	0.0298	0.0767	1.0195	-3.7231	-0.9155	1.8921	2.1094	-4.0540	-73.7238	46.74	-28	9	2 
0x50	 09:02:02.346	 2020-08-17 15:59:56.750	0.0327	0.0703	1.0205	-3.2959	-0.4272	1.7090	1.8732	-3.9935	-73.7073	46.74	-30	6	3 
0x50	 09:02:02.446	 2020-08-17 15:59:56.850	0.0352	0.0635	1.0181	-2.8076	0.0610	1.5259	1.6809	-3.8947	-73.5919	46.71	-26	10	6 
0x50	 09:02:02.546	 2020-08-17 15:59:56.950	0.0322	0.0591	1.0166	-2.1362	0.4883	1.4648	1.5326	-3.7518	-73.3008	46.69	-27	10	5 
0x50	 09:02:02.646	 2020-08-17 15:59:57.050	0.0293	0.0532	1.0142	-1.4038	0.7935	1.4038	1.4392	-3.5706	-72.7899	46.70	-30	11	3 
0x50	 09:02:02.787	 2020-08-17 15:59:57.150	0.0254	0.0488	1.0103	-0.6714	1.0986	1.3428	1.4172	-3.3618	-72.5262	46.73	-29	11	2 
0x50	 09:02:02.845	 2020-08-17 15:59:57.250	0.0215	0.0459	1.0088	0.1831	1.1597	1.2817	1.4612	-3.1311	-71.9934	46.71	-24	13	7 
0x50	 09:02:02.967	 2020-08-17 15:59:57.350	0.0181	0.0435	1.0044	1.0376	1.1597	1.2817	1.5710	-2.9004	-71.2848	46.71	-25	12	3 
0x50	 09:02:03.046	 2020-08-17 15:59:57.450	0.0142	0.0439	1.0015	1.8921	1.0986	1.2817	1.7578	-2.6807	-70.5981	46.71	-25	10	2 
0x50	 09:02:03.150	 2020-08-17 15:59:57.550	0.0103	0.0454	0.9980	2.8687	0.9155	1.2207	2.0380	-2.4664	-70.1971	46.71	-25	11	7 
0x50	 09:02:03.245	 2020-08-17 15:59:57.650	0.0059	0.0498	0.9966	3.6011	0.6714	1.2817	2.3840	-2.2797	-69.8401	46.73	-23	9	6 
0x50	 09:02:03.385	 2020-08-17 15:59:57.750	0.0034	0.0562	0.9937	4.2114	0.2441	1.2817	2.8125	-2.1259	-70.1312	46.71	-22	3	7 
0x50	 09:02:03.444	 2020-08-17 15:59:57.850	0.0015	0.0625	0.9922	4.6997	-0.1221	1.2817	3.2959	-2.0160	-70.7190	46.70	-25	5	6 
0x50	 09:02:03.544	 2020-08-17 15:59:57.950	-0.0010	0.0713	0.9932	5.0049	-0.6714	1.2817	3.8123	-1.9446	-71.0815	46.72	-18	3	6 
0x50	 09:02:03.643	 2020-08-17 15:59:58.050	-0.0024	0.0781	0.9932	5.0659	-1.1597	1.4038	4.3396	-1.9171	-71.7023	46.75	-22	3	8 
0x50	 09:02:04.210	 2020-08-17 15:59:58.150	-0.0034	0.0884	0.9951	4.9438	-1.7090	1.4038	4.8669	-1.9501	-72.4878	46.72	-17	3	8 
0x50	 09:02:04.210	 2020-08-17 15:59:58.250	-0.0020	0.0947	0.9990	4.5776	-2.1973	1.4648	5.3613	-2.0325	-73.4271	46.73	-24	-1	4 
0x50	 09:02:04.210	 2020-08-17 15:59:58.350	0.0010	0.1016	1.0024	4.0283	-2.7466	1.5259	5.8118	-2.1753	-74.4543	46.76	-22	-1	4 
0x50	 09:02:04.210	 2020-08-17 15:59:58.450	0.0039	0.1074	1.0093	3.3569	-3.1128	1.5869	6.1853	-2.3566	-75.5475	46.71	-24	-2	7 
0x50	 09:02:04.210	 2020-08-17 15:59:58.550	0.0093	0.1133	1.0181	2.5024	-3.4790	1.6479	6.4874	-2.5763	-76.6187	46.77	-24	-2	5 
0x50	 09:02:04.243	 2020-08-17 15:59:58.650	0.0142	0.1182	1.0264	1.5259	-3.6011	1.6479	6.6907	-2.8290	-77.7557	46.73	-24	-2	6 
0x50	 09:02:04.415	 2020-08-17 15:59:58.750	0.0195	0.1221	1.0342	0.4272	-3.6621	1.7090	6.7896	-3.0872	-78.7610	46.74	-26	-2	4 
0x50	 09:02:04.442	 2020-08-17 15:59:58.850	0.0234	0.1221	1.0425	-0.6104	-3.6011	1.6479	6.7896	-3.3398	-79.9475	46.74	-27	-8	3 
0x50	 09:02:04.594	 2020-08-17 15:59:58.950	0.0259	0.1221	1.0474	-1.6479	-3.4180	1.7090	6.6852	-3.5760	-81.0736	46.75	-27	-8	2 
0x50	 09:02:04.641	 2020-08-17 15:59:59.050	0.0278	0.1211	1.0518	-2.6245	-3.1738	1.7090	6.4819	-3.7903	-82.2876	46.78	-29	-5	7 
0x50	 09:02:04.771	 2020-08-17 15:59:59.150	0.0293	0.1177	1.0566	-3.5400	-2.9297	1.6479	6.1908	-3.9716	-83.2379	46.80	-30	-4	3 
0x50	 09:02:04.841	 2020-08-17 15:59:59.250	0.0293	0.1128	1.0586	-4.3335	-2.6245	1.6479	5.8118	-4.1199	-83.8916	46.77	-29	-5	5 
0x50	 09:02:05.005	 2020-08-17 15:59:59.350	0.0293	0.1069	1.0591	-4.8218	-2.3804	1.6479	5.3778	-4.2297	-84.6442	46.77	-27	-3	2 
0x50	 09:02:05.040	 2020-08-17 15:59:59.450	0.0273	0.0986	1.0566	-5.3101	-2.0752	1.5869	4.8944	-4.2957	-85.0342	46.79	-29	-1	0 
0x50	 09:02:05.141	 2020-08-17 15:59:59.550	0.0264	0.0903	1.0542	-5.4932	-1.9531	1.5869	4.3781	-4.3341	-85.3418	46.79	-29	0	2 
0x50	 09:02:05.245	 2020-08-17 15:59:59.650	0.0225	0.0825	1.0522	-5.4932	-1.7090	1.5259	3.8562	-4.3396	-85.4736	46.80	-31	-2	1 
0x50	 09:02:05.421	 2020-08-17 15:59:59.750	0.0205	0.0752	1.0454	-5.3101	-1.4648	1.4648	3.3563	-4.3121	-85.6989	46.79	-29	0	2 
0x50	 09:02:05.440	 2020-08-17 15:59:59.850	0.0176	0.0688	1.0420	-4.8828	-1.2817	1.2817	2.8949	-4.2627	-85.9131	46.77	-33	0	3 
0x50	 09:02:05.619	 2020-08-17 15:59:59.950	0.0171	0.0645	1.0381	-4.3335	-1.1597	1.1597	2.4939	-4.1913	-85.8527	46.75	-31	1	1 
0x50	 09:02:05.640	 2020-08-17 16:00:00.050	0.0171	0.0601	1.0347	-3.4790	-0.9766	0.9155	2.1698	-4.1089	-85.9406	46.79	-33	0	2 
0x50	 09:02:05.815	 2020-08-17 16:00:00.150	0.0186	0.0571	1.0327	-2.6855	-0.6714	0.6714	1.9226	-4.0045	-85.7538	46.74	-31	5	2 
0x50	 09:02:05.841	 2020-08-17 16:00:00.250	0.0210	0.0527	1.0298	-1.8311	-0.4272	0.4883	1.7688	-3.8892	-85.4132	46.77	-27	6	3 
0x50	 09:02:05.939	 2020-08-17 16:00:00.350	0.0244	0.0493	1.0288	-0.7935	-0.2441	0.3052	1.6919	-3.7628	-84.9518	46.73	-30	7	5 
0x50	 09:02:06.062	 2020-08-17 16:00:00.450	0.0269	0.0483	1.0288	0.0610	0.0610	0.1831	1.7139	-3.6200	-84.3915	46.75	-32	5	3 
0x50	 09:02:06.138	 2020-08-17 16:00:00.550	0.0293	0.0508	1.0298	0.9155	0.3052	0.1221	1.8292	-3.4772	-84.2816	46.72	-31	6	4 
0x50	 09:02:06.263	 2020-08-17 16:00:00.650	0.0283	0.0552	1.0327	1.5869	0.6104	0.0610	2.0215	-3.3124	-83.9520	46.71	-30	8	5 
0x50	 09:02:06.338	 2020-08-17 16:00:00.750	0.0278	0.0610	1.0356	2.3193	0.7324	0.0610	2.2906	-3.1366	-83.5565	46.74	-28	5	3 
0x50	 09:02:06.461	 2020-08-17 16:00:00.850	0.0273	0.0693	1.0352	2.8687	0.9155	0.0000	2.6202	-2.9498	-83.1720	46.75	-27	5	3 
0x50	 09:02:06.537	 2020-08-17 16:00:00.950	0.0234	0.0752	1.0386	3.1128	1.0986	0.0000	2.9828	-2.7521	-83.2104	46.72	-27	2	5 
0x50	 09:02:06.664	 2020-08-17 16:00:01.050	0.0210	0.0806	1.0415	3.2349	1.0376	0.0000	3.3618	-2.5543	-83.0896	46.74	-24	5	7 
0x50	 09:02:06.738	 2020-08-17 16:00:01.150	0.0190	0.0864	1.0415	3.1128	1.0986	0.0000	3.7408	-2.3566	-83.0731	46.71	-24	5	5 
0x50	 09:02:06.859	 2020-08-17 16:00:01.250	0.0161	0.0918	1.0396	2.9907	0.9766	0.0000	4.1034	-2.1698	-82.8699	46.73	-22	4	3 
0x50	 09:02:06.937	 2020-08-17 16:00:01.350	0.0127	0.0972	1.0405	2.6245	0.8545	0.0610	4.4330	-1.9995	-82.8918	46.74	-23	2	6 
0x50	 09:02:07.055	 2020-08-17 16:00:01.450	0.0098	0.1016	1.0400	2.3193	0.5493	0.0610	4.7351	-1.8512	-82.9688	46.70	-21	2	7 
0x50	 09:02:07.137	 2020-08-17 16:00:01.550	0.0083	0.1035	1.0376	1.7090	0.3052	0.1221	4.9768	-1.7358	-83.0676	46.73	-23	1	7 
0x50	 09:02:07.251	 2020-08-17 16:00:01.650	0.0063	0.1055	1.0361	1.1597	-0.1221	0.1831	5.1636	-1.6589	-83.4961	46.72	-22	1	5 
0x50	 09:02:07.336	 2020-08-17 16:00:01.750	0.0044	0.1069	1.0322	0.5493	-0.4883	0.2441	5.2844	-1.6095	-83.7653	46.74	-23	3	5 
0x50	 09:02:07.450	 2020-08-17 16:00:01.850	0.0034	0.1064	1.0273	-0.1221	-0.8545	0.3052	5.3394	-1.6040	-83.7543	46.74	-21	2	3 
0x50	 09:02:07.536	 2020-08-17 16:00:01.950	0.0034	0.1040	1.0210	-0.6714	-1.3428	0.3052	5.3284	-1.6370	-83.9520	46.75	-24	1	6 
0x50	 09:02:07.647	 2020-08-17 16:00:02.050	0.0049	0.1001	1.0161	-1.1597	-1.7700	0.3662	5.2625	-1.7194	-84.1882	46.77	-22	1	4 
0x50	 09:02:07.735	 2020-08-17 16:00:02.150	0.0083	0.0967	1.0107	-1.6479	-2.1362	0.4272	5.1361	-1.8347	-84.3475	46.79	-20	4	8 
0x50	 09:02:07.846	 2020-08-17 16:00:02.250	0.0117	0.0923	1.0054	-2.0142	-2.4414	0.4883	4.9658	-1.9885	-84.3201	46.75	-22	4	7 
0x50	 09:02:07.934	 2020-08-17 16:00:02.350	0.0146	0.0874	1.0010	-2.1973	-2.6245	0.4883	4.7626	-2.1698	-84.3036	46.79	-23	3	8 
0x50	 09:02:08.037	 2020-08-17 16:00:02.450	0.0181	0.0825	0.9961	-2.3804	-2.6855	0.4883	4.5374	-2.3621	-84.3805	46.77	-24	2	5 
0x50	 09:02:08.134	 2020-08-17 16:00:02.550	0.0200	0.0781	0.9932	-2.3804	-2.7466	0.5493	4.3011	-2.5543	-84.2157	46.76	-26	6	5 
0x50	 09:02:08.279	 2020-08-17 16:00:02.650	0.0215	0.0737	0.9912	-2.3804	-2.6855	0.4883	4.0704	-2.7411	-84.0674	46.77	-27	4	5 
0x50	 09:02:08.334	 2020-08-17 16:00:02.750	0.0234	0.0708	0.9922	-2.1973	-2.6245	0.5493	3.8562	-2.9224	-83.8861	46.81	-25	4	5 
0x50	 09:02:08.477	 2020-08-17 16:00:02.850	0.0239	0.0688	0.9941	-2.0142	-2.5024	0.4883	3.6584	-3.0872	-83.6829	46.83	-28	4	1 
0x50	 09:02:08.534	 2020-08-17 16:00:02.950	0.0249	0.0674	0.9971	-1.6479	-2.3804	0.5493	3.4991	-3.2245	-83.7048	46.81	-29	2	5 
0x50	 09:02:08.671	 2020-08-17 16:00:03.050	0.0254	0.0674	1.0020	-1.3428	-2.3193	0.4883	3.3728	-3.3508	-83.4357	46.83	-28	7	7 
0x50	 09:02:08.734	 2020-08-17 16:00:03.150	0.0234	0.0698	1.0093	-1.0376	-2.1973	0.4883	3.2849	-3.4497	-82.7106	46.83	-30	10	9 
0x50	 09:02:08.861	 2020-08-17 16:00:03.250	0.0229	0.0703	1.0151	-0.6714	-2.0752	0.4272	3.2300	-3.5266	-82.0953	46.80	-29	9	5 
0x50	 09:02:08.933	 2020-08-17 16:00:03.350	0.0225	0.0713	1.0229	-0.4272	-2.0142	0.4272	3.2080	-3.5925	-81.5900	46.86	-29	7	6 
0x50	 09:02:09.109	 2020-08-17 16:00:03.450	0.0220	0.0723	1.0293	-0.1831	-1.9531	0.4272	3.2190	-3.6420	-81.3153	46.85	-29	8	7 
0x50	 09:02:09.132	 2020-08-17 16:00:03.550	0.0220	0.0732	1.0337	0.1221	-1.7700	0.3662	3.2574	-3.6859	-80.9143	46.82	-30	8	5 
0x50	 09:02:09.325	 2020-08-17 16:00:03.650	0.0220	0.0757	1.0400	0.2441	-1.7090	0.3662	3.3179	-3.7134	-80.6561	46.82	-30	4	1 
0x50	 09:02:09.332	 2020-08-17 16:00:03.750	0.0215	0.0767	1.0459	0.4883	-1.7700	0.3662	3.4113	-3.7408	-80.5847	46.86	-29	5	4 
0x50	 09:02:09.477	 2020-08-17 16:00:03.850	0.0210	0.0781	1.0498	0.6104	-1.6479	0.3662	3.5156	-3.7573	-80.6561	46.83	-33	5	1 
0x50	 09:02:09.532	 2020-08-17 16:00:03.950	0.0210	0.0801	1.0527	0.7324	-1.5869	0.3052	3.6255	-3.7628	-80.5682	46.86	-28	7	5 
0x50	 09:02:09.686	 2020-08-17 16:00:04.050	0.0210	0.0811	1.0542	0.7935	-1.5259	0.3052	3.7463	-3.7628	-80.6287	46.90	-33	6	4 
0x50	 09:02:09.732	 2020-08-17 16:00:04.150	0.0210	0.0830	1.0566	0.7935	-1.4648	0.2441	3.8617	-3.7573	-80.5792	46.86	-32	6	5 
0x50	 09:02:09.888	 2020-08-17 16:00:04.250	0.0210	0.0854	1.0566	0.8545	-1.4038	0.2441	3.9880	-3.7463	-80.5133	46.86	-31	5	5 
0x50	 09:02:09.931	 2020-08-17 16:00:04.350	0.0220	0.0894	1.0566	0.7324	-1.3428	0.2441	4.1034	-3.7354	-80.4034	46.86	-30	7	4 
0x50	 09:02:10.085	 2020-08-17 16:00:04.450	0.0220	0.0918	1.0547	0.4883	-1.2207	0.1831	4.2078	-3.7134	-80.2222	46.90	-29	9	4 
0x50	 09:02:10.131	 2020-08-17 16:00:04.550	0.0234	0.0942	1.0527	0.3052	-1.1597	0.1831	4.2957	-3.6804	-80.1068	46.88	-32	7	3 
0x50	 09:02:10.230	 2020-08-17 16:00:04.650	0.0225	0.0957	1.0493	0.0610	-1.0986	0.1831	4.3671	-3.6530	-80.0903	46.88	-32	7	3 
0x50	 09:02:10.331	 2020-08-17 16:00:04.750	0.0225	0.0962	1.0444	-0.1831	-1.0986	0.1221	4.4000	-3.6145	-79.8816	46.89	-33	7	3 
0x50	 09:02:10.430	 2020-08-17 16:00:04.850	0.0220	0.0981	1.0381	-0.5493	-0.9766	0.1831	4.4165	-3.5706	-79.8431	46.93	-33	5	3 
0x50	 09:02:10.533	 2020-08-17 16:00:04.950	0.0210	0.0986	1.0356	-1.0376	-0.9766	0.1221	4.4000	-3.5266	-79.9969	46.87	-31	5	2 
0x50	 09:02:10.724	 2020-08-17 16:00:05.050	0.0205	0.0981	1.0288	-1.2817	-0.9766	0.1831	4.3561	-3.4827	-80.1837	46.86	-30	5	0 
0x50	 09:02:10.730	 2020-08-17 16:00:05.150	0.0190	0.0977	1.0273	-1.7090	-1.0376	0.1831	4.2737	-3.4387	-80.4089	46.90	-32	1	1 
0x50	 09:02:10.921	 2020-08-17 16:00:05.250	0.0190	0.0967	1.0254	-2.0752	-0.9766	0.1831	4.1583	-3.4003	-80.6342	46.85	-30	6	3 
0x50	 09:02:10.928	 2020-08-17 16:00:05.350	0.0171	0.0918	1.0229	-2.5635	-0.9155	0.2441	3.9990	-3.3618	-80.2881	46.86	-31	9	0 
0x50	 09:02:11.116	 2020-08-17 16:00:05.450	0.0186	0.0894	1.0205	-2.4414	-1.1597	0.1831	3.8232	-3.3289	-80.0684	46.83	-32	8	0 
0x50	 09:02:11.128	 2020-08-17 16:00:05.550	0.0176	0.0859	1.0200	-2.5635	-1.2207	0.1831	3.6255	-3.2959	-79.5575	46.87	-33	12	3 
0x50	 09:02:11.312	 2020-08-17 16:00:05.650	0.0171	0.0825	1.0200	-2.5635	-1.2817	0.2441	3.4277	-3.2739	-79.1016	46.85	-30	10	2 
0x50	 09:02:11.328	 2020-08-17 16:00:05.750	0.0161	0.0796	1.0220	-2.6245	-1.3428	0.2441	3.2300	-3.2629	-78.6182	46.86	-32	10	2 
0x50	 09:02:11.508	 2020-08-17 16:00:05.850	0.0176	0.0791	1.0186	-2.5024	-1.4038	0.2441	3.0432	-3.2574	-78.0963	46.85	-35	13	1 
0x50	 09:02:11.528	 2020-08-17 16:00:05.950	0.0181	0.0786	1.0215	-2.3193	-1.4038	0.1831	2.8729	-3.2574	-77.3657	46.90	-30	15	3 
0x50	 09:02:11.704	 2020-08-17 16:00:06.050	0.0195	0.0767	1.0210	-2.1973	-1.4648	0.2441	2.7246	-3.2629	-76.7450	46.83	-33	12	3 
0x50	 09:02:11.727	 2020-08-17 16:00:06.150	0.0190	0.0728	1.0205	-1.8921	-1.4648	0.1831	2.5983	-3.2739	-76.1078	46.86	-31	12	4 
0x50	 09:02:11.910	 2020-08-17 16:00:06.250	0.0186	0.0718	1.0205	-1.5259	-1.5259	0.1831	2.5049	-3.2849	-75.5145	46.86	-33	15	4 
0x50	 09:02:11.927	 2020-08-17 16:00:06.350	0.0171	0.0693	1.0176	-1.1597	-1.4648	0.1221	2.4500	-3.2959	-74.9487	46.87	-33	16	4 
0x50	 09:02:12.026	 2020-08-17 16:00:06.450	0.0176	0.0684	1.0156	-0.7935	-1.5259	0.0610	2.4280	-3.3069	-74.3280	46.82	-33	16	2 
