StartTime: 2020-08-19 09:01:41.537
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(degC)	hx	hy	hz 
0x50	 09:29:33.775	 2020-08-17 16:27:31.950	-0.0078	0.0996	1.0039	0.3052	-3.8452	-2.8687	4.8779	-1.0327	-167.8821	45.67	-14	-61	14 
0x50	 09:29:33.944	 2020-08-17 16:27:32.050	0.0024	0.0972	1.0059	0.5493	-3.9673	-2.7466	4.9548	-1.3074	-168.1622	45.65	-14	-58	8 
0x50	 09:29:33.974	 2020-08-17 16:27:32.150	0.0142	0.0991	1.0107	0.7935	-4.1504	-2.5024	5.0702	-1.6315	-168.4534	45.67	-13	-56	9 
0x50	 09:29:34.074	 2020-08-17 16:27:32.250	0.0234	0.1035	1.0156	1.1597	-4.2114	-2.0752	5.2130	-1.9830	-168.4589	45.64	-17	-57	11 
0x50	 09:29:34.175	 2020-08-17 16:27:32.350	0.0293	0.1074	1.0200	1.4648	-4.2114	-1.7090	5.3888	-2.3401	-168.4534	45.66	-15	-59	11 
0x50	 09:29:34.332	 2020-08-17 16:27:32.450	0.0361	0.1133	1.0234	1.6479	-4.0283	-1.2207	5.5920	-2.6917	-168.3600	45.69	-16	-57	10 
0x50	 09:29:34.374	 2020-08-17 16:27:32.550	0.0396	0.1167	1.0308	1.6479	-3.7842	-0.7324	5.7953	-3.0212	-168.1567	45.68	-16	-57	10 
0x50	 09:29:34.566	 2020-08-17 16:27:32.650	0.0435	0.1206	1.0347	1.4038	-3.3569	-0.3052	5.9930	-3.3179	-167.9205	45.67	-17	-56	8 
0x50	 09:29:34.573	 2020-08-17 16:27:32.750	0.0435	0.1216	1.0400	1.2817	-2.7466	0.0610	6.1688	-3.5596	-167.7008	45.64	-17	-58	10 
0x50	 09:29:34.738	 2020-08-17 16:27:32.850	0.0435	0.1230	1.0420	1.1597	-2.3193	0.4272	6.3171	-3.7354	-167.4152	45.64	-20	-58	6 
0x50	 09:29:34.773	 2020-08-17 16:27:32.950	0.0391	0.1235	1.0464	0.9766	-1.7090	0.7324	6.4435	-3.8507	-167.0197	45.59	-19	-56	7 
0x50	 09:29:34.960	 2020-08-17 16:27:33.050	0.0342	0.1235	1.0488	0.6714	-1.2207	0.9766	6.5314	-3.8947	-166.6077	45.64	-20	-59	5 
0x50	 09:29:34.971	 2020-08-17 16:27:33.150	0.0303	0.1230	1.0503	0.4883	-0.7324	1.1597	6.5918	-3.8782	-166.2067	45.63	-20	-57	7 
0x50	 09:29:35.123	 2020-08-17 16:27:33.250	0.0269	0.1191	1.0488	0.2441	-0.1221	1.2817	6.6083	-3.8013	-165.7343	45.58	-20	-61	5 
0x50	 09:29:35.172	 2020-08-17 16:27:33.350	0.0234	0.1196	1.0498	0.0610	0.3052	1.4038	6.5973	-3.6749	-165.2563	45.63	-22	-56	6 
0x50	 09:29:35.345	 2020-08-17 16:27:33.450	0.0210	0.1191	1.0503	-0.2441	0.7935	1.4648	6.5698	-3.4937	-164.9377	45.60	-17	-57	8 
0x50	 09:29:35.371	 2020-08-17 16:27:33.550	0.0181	0.1211	1.0444	-0.4272	1.0986	1.4648	6.5094	-3.2794	-164.5697	45.61	-18	-58	6 
0x50	 09:29:35.562	 2020-08-17 16:27:33.650	0.0142	0.1157	1.0405	-0.6714	1.3428	1.5869	6.4215	-3.0322	-164.3390	45.63	-15	-56	5 
0x50	 09:29:35.575	 2020-08-17 16:27:33.750	0.0083	0.1157	1.0356	-0.7935	1.5259	1.6479	6.3336	-2.7631	-164.1852	45.62	-14	-56	6 
0x50	 09:29:35.775	 2020-08-17 16:27:33.850	0.0068	0.1177	1.0313	-1.4648	1.7700	1.6479	6.2292	-2.4884	-164.1632	45.59	-13	-56	7 
0x50	 09:29:35.776	 2020-08-17 16:27:33.950	0.0024	0.1152	1.0249	-1.4648	1.7090	1.7090	6.1029	-2.2028	-164.0259	45.64	-16	-57	9 
0x50	 09:29:35.937	 2020-08-17 16:27:34.050	-0.0010	0.1147	1.0205	-1.7090	1.8311	1.7700	5.9601	-1.9281	-163.9050	45.59	-14	-58	7 
0x50	 09:29:35.971	 2020-08-17 16:27:34.150	-0.0020	0.1152	1.0156	-2.0142	1.6479	1.8921	5.8063	-1.6699	-163.9435	45.59	-10	-60	11 
0x50	 09:29:36.150	 2020-08-17 16:27:34.250	-0.0044	0.1108	1.0083	-2.0142	1.4648	1.9531	5.6470	-1.4282	-164.1083	45.56	-11	-60	7 
0x50	 09:29:36.170	 2020-08-17 16:27:34.350	-0.0059	0.1089	1.0049	-2.2583	1.3428	2.0142	5.4657	-1.2140	-164.1522	45.56	-12	-57	9 
0x50	 09:29:36.391	 2020-08-17 16:27:34.450	-0.0093	0.1040	1.0005	-2.1973	0.9155	2.1362	5.2844	-1.0382	-164.2676	45.58	-10	-58	9 
0x50	 09:29:36.391	 2020-08-17 16:27:34.550	-0.0107	0.1001	0.9956	-2.1973	0.7324	2.1973	5.1086	-0.8844	-164.4379	45.59	-10	-57	9 
0x50	 09:29:36.564	 2020-08-17 16:27:34.650	-0.0098	0.0972	0.9907	-2.0752	0.3662	2.2583	4.9438	-0.7745	-164.4928	45.56	-13	-55	10 
0x50	 09:29:36.569	 2020-08-17 16:27:34.750	-0.0112	0.0918	0.9893	-1.7090	-0.0610	2.3193	4.7900	-0.6976	-164.4159	45.61	-11	-56	10 
0x50	 09:29:36.792	 2020-08-17 16:27:34.850	-0.0098	0.0879	0.9888	-1.2817	-0.3052	2.3804	4.6692	-0.6592	-164.6027	45.59	-9	-56	11 
0x50	 09:29:36.792	 2020-08-17 16:27:34.950	-0.0078	0.0864	0.9897	-0.9766	-0.5493	2.4414	4.5758	-0.6537	-164.6246	45.63	-12	-58	10 
0x50	 09:29:36.996	 2020-08-17 16:27:35.050	-0.0093	0.0850	0.9922	-0.5493	-0.7935	2.4414	4.5264	-0.6757	-164.6301	45.62	-11	-59	11 
0x50	 09:29:36.996	 2020-08-17 16:27:35.150	-0.0073	0.0864	0.9951	-0.1221	-1.0376	2.5024	4.5209	-0.7196	-164.6796	45.64	-10	-60	11 
0x50	 09:29:37.168	 2020-08-17 16:27:35.250	-0.0088	0.0894	1.0034	0.3662	-1.1597	2.5024	4.5703	-0.7800	-164.8169	45.62	-10	-59	10 
0x50	 09:29:37.168	 2020-08-17 16:27:35.350	-0.0083	0.0981	1.0073	0.7935	-1.2817	2.4414	4.6747	-0.8459	-164.8553	45.69	-11	-60	16 
0x50	 09:29:37.268	 2020-08-17 16:27:35.450	-0.0122	0.1035	1.0132	0.8545	-1.4038	2.2583	4.8175	-0.9229	-164.8444	45.66	-13	-59	14 
0x50	 09:29:37.392	 2020-08-17 16:27:35.550	-0.0137	0.1108	1.0151	1.0986	-1.4648	2.0752	4.9988	-0.9888	-164.9323	45.65	-9	-62	12 
0x50	 09:29:37.564	 2020-08-17 16:27:35.650	-0.0156	0.1187	1.0205	1.2817	-1.5869	1.7090	5.2075	-1.0492	-165.0641	45.63	-13	-61	11 
0x50	 09:29:37.566	 2020-08-17 16:27:35.750	-0.0215	0.1265	1.0220	1.2817	-1.5259	1.2207	5.4327	-1.0931	-165.1465	45.59	-12	-61	11 
0x50	 09:29:37.785	 2020-08-17 16:27:35.850	-0.0234	0.1313	1.0269	1.1597	-1.6479	0.6104	5.6635	-1.1316	-165.3333	45.60	-12	-62	10 
0x50	 09:29:37.785	 2020-08-17 16:27:35.950	-0.0249	0.1323	1.0278	1.0986	-1.8311	0.1221	5.8777	-1.1591	-165.4980	45.63	-13	-60	12 
0x50	 09:29:37.867	 2020-08-17 16:27:36.050	-0.0210	0.1353	1.0283	0.7324	-1.8921	-0.3662	6.0590	-1.1975	-165.6793	45.56	-11	-60	10 
0x50	 09:29:38.007	 2020-08-17 16:27:36.150	-0.0190	0.1284	1.0269	0.5493	-2.0752	-0.7935	6.2128	-1.2524	-165.9155	45.56	-13	-61	11 
0x50	 09:29:38.066	 2020-08-17 16:27:36.250	-0.0181	0.1274	1.0273	0.3052	-2.2583	-1.0376	6.3062	-1.3184	-166.1737	45.57	-14	-62	12 
0x50	 09:29:38.256	 2020-08-17 16:27:36.350	-0.0142	0.1289	1.0273	-0.2441	-2.5024	-1.0986	6.3556	-1.4172	-166.3660	45.54	-15	-61	12 
0x50	 09:29:38.275	 2020-08-17 16:27:36.450	-0.0107	0.1265	1.0259	-0.6714	-2.8076	-1.2207	6.3611	-1.5381	-166.5637	45.53	-13	-61	11 
0x50	 09:29:38.388	 2020-08-17 16:27:36.550	-0.0068	0.1270	1.0278	-1.0376	-2.8076	-1.2207	6.3226	-1.6809	-166.8164	45.52	-14	-60	11 
0x50	 09:29:38.465	 2020-08-17 16:27:36.650	-0.0068	0.1260	1.0249	-1.5869	-2.9297	-1.2207	6.2402	-1.8292	-166.9867	45.53	-14	-58	11 
0x50	 09:29:38.570	 2020-08-17 16:27:36.750	-0.0044	0.1240	1.0234	-1.8921	-3.0518	-1.1597	6.1139	-1.9885	-167.1460	45.53	-12	-59	13 
0x50	 09:29:38.665	 2020-08-17 16:27:36.850	-0.0024	0.1235	1.0220	-2.3804	-3.1128	-1.1597	5.9491	-2.1478	-167.3163	45.55	-12	-56	12 
0x50	 09:29:38.802	 2020-08-17 16:27:36.950	-0.0029	0.1211	1.0220	-2.7466	-3.1128	-1.1597	5.7568	-2.3016	-167.3108	45.55	-18	-55	10 
0x50	 09:29:38.864	 2020-08-17 16:27:37.050	-0.0024	0.1143	1.0190	-3.0518	-3.1128	-1.0986	5.5151	-2.4500	-167.2229	45.53	-16	-54	10 
0x50	 09:29:38.983	 2020-08-17 16:27:37.150	-0.0020	0.1104	1.0171	-3.2959	-3.0518	-1.0376	5.2570	-2.5873	-167.1844	45.53	-16	-53	8 
0x50	 09:29:39.063	 2020-08-17 16:27:37.250	0.0005	0.1045	1.0176	-3.1738	-2.9907	-1.0986	4.9988	-2.7191	-167.1021	45.53	-17	-53	10 
0x50	 09:29:39.164	 2020-08-17 16:27:37.350	0.0005	0.0962	1.0156	-3.2349	-2.8687	-1.0376	4.7296	-2.8345	-166.8384	45.50	-18	-49	5 
0x50	 09:29:39.263	 2020-08-17 16:27:37.450	0.0005	0.0918	1.0112	-2.8687	-2.8687	-1.0376	4.4769	-2.9443	-166.6022	45.52	-19	-48	6 
0x50	 09:29:39.379	 2020-08-17 16:27:37.550	0.0015	0.0874	1.0112	-2.3193	-2.7466	-1.0376	4.2572	-3.0322	-166.1902	45.50	-22	-48	5 
0x50	 09:29:39.463	 2020-08-17 16:27:37.650	0.0063	0.0850	1.0107	-1.8311	-2.5024	-1.0986	4.0869	-3.1091	-165.8112	45.53	-20	-50	7 
0x50	 09:29:39.646	 2020-08-17 16:27:37.750	0.0063	0.0791	1.0117	-1.0376	-2.3804	-1.0376	3.9771	-3.1696	-165.4431	45.49	-22	-48	6 
0x50	 09:29:39.663	 2020-08-17 16:27:37.850	0.0107	0.0791	1.0161	-0.3662	-2.1362	-1.0376	3.9276	-3.2190	-164.9323	45.47	-21	-46	4 
0x50	 09:29:39.817	 2020-08-17 16:27:37.950	0.0171	0.0781	1.0229	0.1831	-1.7700	-1.0376	3.9441	-3.2520	-164.4818	45.47	-19	-46	5 
0x50	 09:29:39.862	 2020-08-17 16:27:38.050	0.0244	0.0801	1.0288	0.8545	-1.2817	-0.9766	4.0320	-3.2684	-164.1742	45.50	-20	-48	6 
0x50	 09:29:40.034	 2020-08-17 16:27:38.150	0.0283	0.0825	1.0342	1.5869	-0.8545	-0.9155	4.1858	-3.2465	-163.7457	45.50	-22	-45	4 
0x50	 09:29:40.062	 2020-08-17 16:27:38.250	0.0332	0.0859	1.0381	2.0752	-0.2441	-0.8545	4.4000	-3.1915	-163.5260	45.52	-17	-48	3 
0x50	 09:29:40.296	 2020-08-17 16:27:38.350	0.0356	0.0913	1.0435	2.5635	0.3052	-0.6714	4.6747	-3.1036	-163.2788	45.50	-21	-47	1 
0x50	 09:29:40.296	 2020-08-17 16:27:38.450	0.0400	0.0991	1.0479	3.1128	0.7324	-0.4272	4.9933	-2.9828	-162.9382	45.48	-20	-49	4 
0x50	 09:29:40.502	 2020-08-17 16:27:38.550	0.0430	0.1079	1.0537	3.2959	1.2817	-0.1831	5.3503	-2.8400	-162.8229	45.49	-18	-48	7 
0x50	 09:29:40.502	 2020-08-17 16:27:38.650	0.0430	0.1157	1.0562	3.4180	1.7090	0.2441	5.7184	-2.6642	-162.7240	45.48	-13	-47	6 
0x50	 09:29:40.661	 2020-08-17 16:27:38.750	0.0410	0.1265	1.0571	3.2349	2.0142	0.6104	6.0864	-2.4664	-162.7734	45.53	-13	-48	4 
0x50	 09:29:40.661	 2020-08-17 16:27:38.850	0.0371	0.1367	1.0571	2.8687	2.1973	1.0986	6.4380	-2.2522	-162.7625	45.52	-16	-50	5 
0x50	 09:29:40.824	 2020-08-17 16:27:38.950	0.0337	0.1431	1.0542	2.3804	2.3804	1.5869	6.7511	-2.0215	-162.6581	45.49	-17	-53	5 
0x50	 09:29:40.861	 2020-08-17 16:27:39.050	0.0269	0.1484	1.0503	1.5259	2.3804	2.0752	6.9928	-1.7853	-162.5372	45.51	-14	-52	7 
0x50	 09:29:41.062	 2020-08-17 16:27:39.150	0.0151	0.1489	1.0420	0.8545	2.3804	2.4414	7.1576	-1.5436	-162.4164	45.55	-13	-52	8 
0x50	 09:29:41.063	 2020-08-17 16:27:39.250	0.0083	0.1499	1.0356	-0.1221	2.0142	2.9297	7.2345	-1.3239	-162.4054	45.54	-14	-50	6 
0x50	 09:29:41.217	 2020-08-17 16:27:39.350	0.0039	0.1475	1.0269	-1.1597	1.7090	3.2349	7.2070	-1.1316	-162.2736	45.53	-10	-53	12 
0x50	 09:29:41.260	 2020-08-17 16:27:39.450	-0.0005	0.1431	1.0171	-1.8311	1.3428	3.4790	7.1027	-0.9613	-162.2021	45.56	-14	-52	12 
0x50	 09:29:41.452	 2020-08-17 16:27:39.550	-0.0063	0.1357	1.0083	-2.6855	0.9766	3.6621	6.9049	-0.8240	-162.2351	45.55	-10	-53	11 
0x50	 09:29:41.459	 2020-08-17 16:27:39.650	-0.0088	0.1279	0.9990	-3.2959	0.6104	3.8452	6.6302	-0.7196	-162.2076	45.59	-11	-52	9 
0x50	 09:29:41.674	 2020-08-17 16:27:39.750	-0.0103	0.1216	0.9932	-3.8452	0.3052	3.9063	6.3007	-0.6537	-162.3010	45.59	-9	-51	9 
0x50	 09:29:41.674	 2020-08-17 16:27:39.850	-0.0112	0.1099	0.9863	-4.1504	-0.0610	3.9673	5.9326	-0.6152	-162.4274	45.58	-10	-53	10 
0x50	 09:29:41.866	 2020-08-17 16:27:39.950	-0.0093	0.1050	0.9800	-4.2725	-0.3052	3.9673	5.5316	-0.6042	-162.4274	45.59	-9	-54	12 
0x50	 09:29:41.866	 2020-08-17 16:27:40.050	-0.0073	0.0981	0.9751	-4.1504	-0.6104	4.0283	5.1361	-0.6317	-162.6031	45.59	-5	-53	8 
0x50	 09:29:41.959	 2020-08-17 16:27:40.150	-0.0063	0.0928	0.9746	-3.9063	-0.6714	4.0283	4.7626	-0.6647	-162.7460	45.57	-9	-54	11 
0x50	 09:29:42.084	 2020-08-17 16:27:40.250	-0.0054	0.0874	0.9741	-3.6621	-0.7935	4.0283	4.4110	-0.7196	-162.7460	45.57	-9	-55	15 
0x50	 09:29:42.253	 2020-08-17 16:27:40.350	-0.0068	0.0811	0.9746	-3.1738	-0.9155	4.0283	4.1144	-0.7745	-162.8284	45.61	-10	-55	12 
0x50	 09:29:42.258	 2020-08-17 16:27:40.450	-0.0073	0.0776	0.9780	-2.5024	-1.0986	4.0283	3.8672	-0.8405	-162.7185	45.62	-12	-52	12 
0x50	 09:29:42.481	 2020-08-17 16:27:40.550	-0.0093	0.0757	0.9824	-1.8311	-1.2817	4.0283	3.6969	-0.9064	-162.6636	45.60	-12	-54	12 
0x50	 09:29:42.481	 2020-08-17 16:27:40.650	-0.0122	0.0771	0.9878	-1.0376	-1.4648	3.9063	3.6090	-0.9778	-162.6086	45.63	-12	-57	15 
0x50	 09:29:42.646	 2020-08-17 16:27:40.750	-0.0176	0.0811	0.9946	-0.2441	-1.6479	3.7231	3.6145	-1.0492	-162.5702	45.64	-10	-58	14 
0x50	 09:29:42.657	 2020-08-17 16:27:40.850	-0.0225	0.0874	1.0015	0.5493	-1.8921	3.4180	3.7079	-1.1206	-162.7020	45.60	-12	-57	10 
0x50	 09:29:42.876	 2020-08-17 16:27:40.950	-0.0269	0.0928	1.0093	1.2817	-2.1973	3.1128	3.8892	-1.2030	-162.8174	45.67	-12	-57	12 
0x50	 09:29:42.876	 2020-08-17 16:27:41.050	-0.0313	0.0957	1.0132	1.8921	-2.5024	2.6245	4.1364	-1.2799	-162.8778	45.67	-14	-57	14 
0x50	 09:29:42.957	 2020-08-17 16:27:41.150	-0.0332	0.1011	1.0186	2.5635	-2.9297	2.1362	4.4440	-1.3788	-163.0042	45.70	-12	-61	14 
0x50	 09:29:43.132	 2020-08-17 16:27:41.250	-0.0327	0.1045	1.0244	2.9907	-3.3569	1.7090	4.7955	-1.5106	-163.2568	45.71	-9	-63	11 
0x50	 09:29:43.157	 2020-08-17 16:27:41.350	-0.0317	0.1069	1.0288	3.2959	-3.7842	1.4648	5.1691	-1.6809	-163.4875	45.72	-14	-62	11 
0x50	 09:29:43.297	 2020-08-17 16:27:41.450	-0.0303	0.1094	1.0327	3.4790	-4.2725	1.2817	5.5426	-1.8842	-163.6139	45.74	-14	-62	12 
0x50	 09:29:43.451	 2020-08-17 16:27:41.550	-0.0249	0.1143	1.0371	3.4180	-4.6997	1.1597	5.9161	-2.1313	-163.7457	45.79	-15	-64	12 
0x50	 09:29:43.456	 2020-08-17 16:27:41.650	-0.0195	0.1211	1.0415	3.1738	-5.0659	1.0986	6.2732	-2.4170	-163.8116	45.76	-16	-68	11 
0x50	 09:29:43.671	 2020-08-17 16:27:41.750	-0.0117	0.1279	1.0464	2.7466	-5.1880	1.0376	6.5918	-2.7301	-163.9874	45.76	-11	-69	11 
0x50	 09:29:43.671	 2020-08-17 16:27:41.850	-0.0034	0.1333	1.0508	2.1362	-5.2490	0.9766	6.8719	-3.0597	-164.1852	45.75	-18	-67	15 
0x50	 09:29:43.755	 2020-08-17 16:27:41.950	0.0059	0.1387	1.0557	1.5259	-5.0659	0.9766	7.0752	-3.3893	-164.1302	45.77	-20	-67	11 
0x50	 09:29:43.891	 2020-08-17 16:27:42.050	0.0137	0.1411	1.0601	0.6714	-4.5776	0.9155	7.2070	-3.7024	-164.1302	45.79	-21	-68	8 
0x50	 09:29:43.954	 2020-08-17 16:27:42.150	0.0220	0.1396	1.0615	0.0610	-4.0894	0.7935	7.2510	-3.9716	-163.9545	45.79	-23	-69	8 
0x50	 09:29:44.101	 2020-08-17 16:27:42.250	0.0283	0.1421	1.0615	-0.9155	-3.1738	0.7324	7.2180	-4.1803	-163.8556	45.76	-23	-70	7 
0x50	 09:29:44.280	 2020-08-17 16:27:42.350	0.0337	0.1401	1.0615	-1.5259	-2.3804	0.6104	7.1082	-4.3176	-163.6908	45.80	-22	-66	8 
0x50	 09:29:44.280	 2020-08-17 16:27:42.450	0.0381	0.1382	1.0601	-2.5024	-1.3428	0.5493	6.9269	-4.3671	-163.5370	45.78	-24	-72	7 
0x50	 09:29:44.355	 2020-08-17 16:27:42.550	0.0396	0.1323	1.0581	-2.9907	-0.4272	0.4272	6.6797	-4.3286	-163.2733	45.82	-25	-66	4 
0x50	 09:29:44.460	 2020-08-17 16:27:42.650	0.0391	0.1284	1.0547	-3.4180	0.5493	0.3662	6.3776	-4.2023	-163.0756	45.78	-20	-65	8 
0x50	 09:29:44.553	 2020-08-17 16:27:42.750	0.0371	0.1235	1.0508	-4.0283	1.6479	0.2441	6.0425	-3.9825	-163.1470	45.82	-17	-67	9 
0x50	 09:29:44.688	 2020-08-17 16:27:42.850	0.0322	0.1147	1.0459	-4.1504	2.3193	0.1831	5.6744	-3.6804	-163.2019	45.81	-19	-63	7 
0x50	 09:29:44.753	 2020-08-17 16:27:42.950	0.0264	0.1099	1.0381	-4.0894	3.1128	0.0610	5.2899	-3.3069	-163.1799	45.80	-18	-64	4 
0x50	 09:29:44.868	 2020-08-17 16:27:43.050	0.0195	0.1001	1.0347	-4.1504	3.6011	0.0610	4.9164	-2.8784	-163.1635	45.82	-16	-65	7 
0x50	 09:29:44.952	 2020-08-17 16:27:43.150	0.0122	0.0957	1.0269	-3.9063	3.9673	0.0000	4.5538	-2.3950	-163.0591	45.84	-20	-60	5 
0x50	 09:29:45.051	 2020-08-17 16:27:43.250	0.0039	0.0864	1.0229	-3.2349	4.0283	0.0000	4.2297	-1.8896	-163.0481	45.88	-16	-56	6 
0x50	 09:29:45.151	 2020-08-17 16:27:43.350	-0.0044	0.0835	1.0132	-2.9907	4.0894	0.0000	3.9606	-1.3788	-163.1854	45.82	-15	-53	8 
0x50	 09:29:45.277	 2020-08-17 16:27:43.450	-0.0142	0.0820	1.0083	-2.2583	3.7842	0.0000	3.7518	-0.8789	-163.3392	45.82	-12	-56	8 
0x50	 09:29:45.352	 2020-08-17 16:27:43.550	-0.0215	0.0811	1.0063	-1.7090	3.2959	0.0610	3.6090	-0.4285	-163.6194	45.85	-11	-54	8 
0x50	 09:29:45.452	 2020-08-17 16:27:43.650	-0.0249	0.0830	1.0029	-1.1597	2.7466	0.1221	3.5321	-0.0385	-164.0973	45.85	-8	-53	11 
0x50	 09:29:45.553	 2020-08-17 16:27:43.750	-0.0269	0.0806	1.0029	-0.4883	2.0142	0.2441	3.5211	0.2747	-164.4928	45.88	-9	-55	13 
0x50	 09:29:45.722	 2020-08-17 16:27:43.850	-0.0264	0.0825	1.0054	0.0000	1.3428	0.3052	3.5706	0.5054	-164.8608	45.89	-8	-53	12 
0x50	 09:29:45.752	 2020-08-17 16:27:43.950	-0.0239	0.0840	1.0049	0.6104	0.6104	0.3662	3.6694	0.6482	-165.2124	45.90	-9	-54	13 
0x50	 09:29:45.897	 2020-08-17 16:27:44.050	-0.0210	0.0874	1.0078	1.0986	0.0000	0.4272	3.8232	0.7086	-165.5200	45.86	-7	-55	14 
0x50	 09:29:45.950	 2020-08-17 16:27:44.150	-0.0181	0.0889	1.0093	1.4648	-0.5493	0.4883	4.0210	0.7086	-165.8661	45.88	-8	-54	13 
0x50	 09:29:46.121	 2020-08-17 16:27:44.250	-0.0166	0.0923	1.0103	2.0142	-1.0986	0.6104	4.2517	0.6427	-166.1078	45.88	-9	-55	13 
0x50	 09:29:46.150	 2020-08-17 16:27:44.350	-0.0146	0.0962	1.0103	2.0752	-1.4038	0.5493	4.5154	0.5273	-166.3715	45.86	-9	-59	13 
0x50	 09:29:46.373	 2020-08-17 16:27:44.450	-0.0132	0.1001	1.0098	2.1973	-1.8311	0.6714	4.7955	0.3735	-166.6461	45.90	-7	-56	15 
0x50	 09:29:46.373	 2020-08-17 16:27:44.550	-0.0132	0.1045	1.0073	2.3804	-2.2583	0.7324	5.0757	0.1868	-166.8604	45.89	-11	-56	12 
0x50	 09:29:46.545	 2020-08-17 16:27:44.650	-0.0117	0.1089	1.0054	2.3193	-2.6855	0.7324	5.3558	-0.0220	-166.9647	45.89	-8	-59	11 
0x50	 09:29:46.549	 2020-08-17 16:27:44.750	-0.0127	0.1133	1.0024	2.0752	-2.9907	0.7935	5.6195	-0.2637	-167.2064	45.88	-8	-57	16 
0x50	 09:29:46.703	 2020-08-17 16:27:44.850	-0.0137	0.1211	1.0039	1.7090	-3.5400	0.8545	5.8612	-0.5219	-167.4536	45.91	-10	-61	15 
0x50	 09:29:46.750	 2020-08-17 16:27:44.950	-0.0142	0.1235	1.0015	1.3428	-3.7842	0.8545	6.0754	-0.8075	-167.6953	45.91	-7	-60	14 
0x50	 09:29:46.924	 2020-08-17 16:27:45.050	-0.0161	0.1274	1.0005	0.8545	-4.2725	0.8545	6.2457	-1.1096	-167.9810	45.94	-9	-62	15 
0x50	 09:29:46.948	 2020-08-17 16:27:45.150	-0.0171	0.1304	0.9990	0.1831	-4.6387	0.7935	6.3611	-1.4227	-168.0524	45.97	-11	-59	12 
0x50	 09:29:47.143	 2020-08-17 16:27:45.250	-0.0195	0.1284	0.9946	-0.3662	-4.8828	0.7324	6.4160	-1.7413	-168.0139	45.95	-14	-59	9 
0x50	 09:29:47.148	 2020-08-17 16:27:45.350	-0.0190	0.1299	0.9937	-0.9155	-5.1270	0.5493	6.4215	-2.0654	-167.9370	45.93	-16	-63	10 
0x50	 09:29:47.302	 2020-08-17 16:27:45.450	-0.0181	0.1294	0.9937	-1.2817	-5.3711	0.3052	6.3666	-2.3950	-167.8491	45.93	-18	-60	13 
0x50	 09:29:47.347	 2020-08-17 16:27:45.550	-0.0161	0.1260	0.9917	-1.7090	-5.4321	0.1221	6.2677	-2.7136	-167.6239	45.94	-20	-60	11 
0x50	 09:29:47.538	 2020-08-17 16:27:45.650	-0.0117	0.1221	0.9932	-1.9531	-5.4932	-0.1831	6.1304	-3.0377	-167.3438	45.94	-19	-58	7 
0x50	 09:29:47.548	 2020-08-17 16:27:45.750	-0.0049	0.1162	0.9956	-2.1362	-5.4321	-0.3662	5.9601	-3.3508	-167.1625	45.94	-18	-60	8 
0x50	 09:29:47.771	 2020-08-17 16:27:45.850	0.0044	0.1089	1.0000	-2.0752	-5.1270	-0.5493	5.7623	-3.6639	-166.8604	45.97	-22	-60	9 
0x50	 09:29:47.771	 2020-08-17 16:27:45.950	0.0166	0.1025	1.0107	-2.1362	-4.6387	-0.6714	5.5646	-3.9551	-166.5692	45.97	-22	-58	8 
0x50	 09:29:47.921	 2020-08-17 16:27:46.050	0.0288	0.0996	1.0220	-1.6479	-3.9063	-0.8545	5.3833	-4.2133	-166.2671	45.94	-21	-60	6 
0x50	 09:29:47.947	 2020-08-17 16:27:46.150	0.0361	0.0908	1.0259	-1.2817	-3.0518	-0.9766	5.2240	-4.4000	-165.8881	45.95	-24	-59	7 
0x50	 09:29:48.139	 2020-08-17 16:27:46.250	0.0449	0.0874	1.0352	-1.0376	-1.8921	-1.0376	5.0977	-4.5099	-165.4761	45.96	-21	-53	5 
0x50	 09:29:48.146	 2020-08-17 16:27:46.350	0.0527	0.0894	1.0488	-0.5493	-0.7324	-1.0376	5.0098	-4.5264	-165.1410	45.96	-24	-54	6 
0x50	 09:29:48.365	 2020-08-17 16:27:46.450	0.0610	0.0898	1.0576	0.1221	0.4883	-1.0376	4.9823	-4.4440	-164.8608	46.00	-21	-56	1 
0x50	 09:29:48.365	 2020-08-17 16:27:46.550	0.0684	0.0967	1.0713	0.5493	1.7700	-1.0376	5.0098	-4.2627	-164.5367	46.01	-25	-54	3 
0x50	 09:29:48.445	 2020-08-17 16:27:46.650	0.0742	0.1016	1.0820	0.6714	3.0518	-0.8545	5.0922	-3.9935	-164.2456	46.02	-20	-51	3 
0x50	 09:29:48.580	 2020-08-17 16:27:46.750	0.0801	0.1064	1.0879	1.0986	4.2114	-0.5493	5.2075	-3.6310	-164.0149	46.04	-21	-51	3 
0x50	 09:29:48.778	 2020-08-17 16:27:46.850	0.0796	0.1152	1.0967	1.2817	5.1880	-0.1831	5.3558	-3.2025	-163.7238	46.03	-17	-52	0 
0x50	 09:29:48.779	 2020-08-17 16:27:46.950	0.0728	0.1221	1.1006	1.2817	5.7983	0.3662	5.5316	-2.7191	-163.5205	46.07	-15	-51	6 
0x50	 09:29:48.971	 2020-08-17 16:27:47.050	0.0630	0.1284	1.1035	1.3428	6.2866	0.9155	5.7129	-2.1863	-163.3667	46.05	-15	-54	3 
